EVENT,FIGHTER A VS FIGHTER B,OUTCOME (FIGHTER A/FIGHTER B),WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_A,FIGHTER_B,Fighter_a,ELO_Score_a,Average_SoO_Score_a,Ultimate_Score_a,ELO_Score_b,Average_SoO_Score_b,Ultimate_Score_b,Height_A,Weight_A,Reach_A,Height_B,Weight_B,Reach_B,Height_Differential,Reach_Differential,Height_Reach_Ratio_A,Height_Reach_Ratio_B
UFC Fight Night: Ankalaev vs. Walker 2 ,Magomed Ankalaev  vs. Johnny Walker ,W/L,Light Heavyweight Bout,KO/TKO ,2,2:42,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2b407019b2a5c15,magomed ankalaev,johnny walker,magomed ankalaev,2.004626714,1493.568178,1.439215043,0.059884327,1511.095762,0.197698155,1.325616953,92.99,0.673764606,2.204433107,92.99,2.388242737,-1.172494629,-2.164170071,0.981369775,-0.966237883
UFC Fight Night: Ankalaev vs. Walker 2 ,Jim Miller  vs. Gabriel Benitez ,W/L,Lightweight Bout,Submission ,3,3:25,3 Rnd (5-5-5),Dan Miragliotta,Neck Crank From Back Control ,http://ufcstats.com/fight-details/640f2ae3995b3b4f,jim miller,gabriel benitez,jim miller,1.15053259,1518.855775,1.064768015,-0.361439676,1485.508812,-0.389084326,-0.652229844,70.31,-0.260667129,-0.654981327,70.31,-0.230683506,-0.012552206,-0.027111235,-0.661626571,-0.711991716
UFC Fight Night: Ankalaev vs. Walker 2 ,Ricky Simon  vs. Mario Bautista ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/a8239866e1222eae,ricky simon,mario bautista,ricky simon,0.738993211,1532.529466,0.900237159,1.454606689,1497.706764,1.075872156,-1.217328929,61.23,-0.727882997,-0.369039884,61.23,-0.706851914,-1.172494629,-0.027111235,-0.709249654,0.933917684
UFC 296: Edwards vs. Covington ,Leon Edwards  vs. Colby Covington ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Sal D'amato 46 - 49.Chris Lee 46 - 49.,http://ufcstats.com/fight-details/3fa8ee3fdc04fe36,leon edwards,colby covington,leon edwards,2.163096009,1556.95986,2.235409503,1.873554193,1524.390322,1.67280885,1.04306741,77.11,0.440156672,0.202843003,77.11,0.007400698,1.147390218,0.583477004,0.981369775,0.392901168
UFC 296: Edwards vs. Covington ,Alexandre Pantoja  vs. Brandon Royval ,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.Eric Colon 46 - 49.,http://ufcstats.com/fight-details/4896b36f1333d25c,alexandre pantoja,brandon royval,alexandre pantoja,1.807370757,1533.147544,1.712864163,0.911896403,1527.60616,1.002038575,-1.499878472,56.7,-1.195098865,-0.369039884,56.7,-0.944936118,-1.559142104,-0.332405354,-0.179354012,1.506758701
UFC 296: Edwards vs. Covington ,Shavkat Rakhmonov  vs. Stephen Thompson ,W/L,Welterweight Bout,Submission ,2,4:56,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/1efc813ccd7a5aba,shavkat rakhmonov,stephen thompson,shavkat rakhmonov,1.312526417,1562.691453,1.654882088,1.150127271,1559.484761,1.522731679,0.760517868,77.11,1.140980473,0.488784446,77.11,0.72165331,0.374095269,0.583477004,-1.038591101,-0.624209881
UFC 296: Edwards vs. Covington ,Tony Ferguson  vs. Paddy Pimblett ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/ac8628d945a78b03,tony ferguson,paddy pimblett,tony ferguson,1.61928332,1549.717912,1.747833909,1.557129716,1499.627472,1.171942762,0.195418783,70.31,0.90737254,-0.083098441,70.31,0.245484902,0.374095269,0.888771124,-1.57680436,-0.666898308
UFC 296: Edwards vs. Covington ,Josh Emmett  vs. Bryce Mitchell ,W/L,Featherweight Bout,KO/TKO ,1,1:57,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/3b21a9f48bac4a44,josh emmett,bryce mitchell,josh emmett,1.030918866,1550.853479,1.316067605,1.298204653,1507.376871,1.066024561,-1.217328929,65.77,-0.494275063,-0.083098441,65.77,-0.46876771,-1.559142104,-0.027111235,-1.240587188,0.933917684
UFC Fight Night: Song vs. Gutierrez ,Song Yadong  vs. Chris Gutierrez ,W/L,Bantamweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 44 - 50.Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.,http://ufcstats.com/fight-details/f9ec8bedc15ece93,song yadong,chris gutierrez,song yadong,1.603734827,1539.31924,1.625108758,1.240207676,1493.096383,0.868524523,-0.652229844,61.23,-1.195098865,-0.369039884,61.23,-1.183020322,-0.39919968,-0.027111235,1.561731668,2.096699449
UFC Fight Night: Song vs. Gutierrez ,Tatsuro Taira  vs. Carlos Hernandez ,W/L,Flyweight Bout,KO/TKO ,2,0:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/84f6de7c99779e5f,tatsuro taira,carlos hernandez,tatsuro taira,1.130335852,1494.349402,0.787951379,-0.341419854,1452.037538,-0.737554156,-0.934779387,56.7,-0.494275063,-0.654981327,56.7,-1.183020322,-0.39919968,0.888771124,-0.685097948,1.515308567
UFC Fight Night: Dariush vs. Tsarukyan ,Beneil Dariush  vs. Arman Tsarukyan ,L/W,Lightweight Bout,KO/TKO ,1,1:04,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/9feb9500b0fedfcd,beneil dariush,arman tsarukyan,beneil dariush,1.845117746,1561.621777,2.045274101,1.431291893,1535.728273,1.471293749,-0.087130759,70.31,-0.027059196,-0.940922771,70.31,0.007400698,1.147390218,-0.027111235,-0.098748193,-1.771164895
UFC Fight Night: Dariush vs. Tsarukyan ,Rob Font  vs. Deiveson Figueiredo ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Patrick Patlan 27 - 30.Mike Beltran 27 - 30.Gino Garcia 27 - 30.,http://ufcstats.com/fight-details/246d06693b5ca1e8,rob font,deiveson figueiredo,rob font,0.888460919,1536.455956,1.054913068,1.883184345,1549.680343,1.954269882,-0.652229844,61.23,-0.260667129,-1.512805657,61.23,-0.944936118,1.147390218,0.888771124,-0.661626571,-0.784605366
UFC Fight Night: Dariush vs. Tsarukyan ,Sean Brady  vs. Kelvin Gastelum ,W/L,Welterweight Bout,Submission ,3,1:43,3 Rnd (5-5-5),Jacob Montalvo,Kimura From Side Control ,http://ufcstats.com/fight-details/39c4ae4624052f9f,sean brady,kelvin gastelum,sean brady,1.365520885,1536.29416,1.413100496,1.085428187,1525.429945,1.105763982,-0.087130759,77.11,-0.027059196,-0.369039884,77.11,-0.230683506,0.374095269,0.278182885,-0.098748193,-0.163355249
UFC Fight Night: Dariush vs. Tsarukyan ,Drakkar Klose  vs. Joe Solecki ,W/L,Lightweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mark Smith,Slam to On Ground ,http://ufcstats.com/fight-details/d0602cdc04d2c159,drakkar klose,joe solecki,drakkar klose,1.132358387,1500.912387,0.859530121,0.448517642,1494.175648,0.299294484,-0.369680302,70.31,-0.494275063,-0.369039884,70.31,-0.46876771,-0.012552206,-0.027111235,0.425880534,0.377443554
UFC Fight Night: Allen vs. Craig ,Brendan Allen  vs. Paul Craig ,W/L,Middleweight Bout,Submission ,3,0:38,5 Rnd (5-5-5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/7990b6716a53b2cd,brendan allen,paul craig,brendan allen,1.996405444,1538.369606,1.911219933,-0.04376191,1536.818106,0.40072793,1.04306741,83.91,0.673764606,1.346608776,83.91,0.959737514,-0.39919968,-0.332405354,0.46291315,0.421375722
UFC Fight Night: Allen vs. Craig ,Michael Morales  vs. Jake Matthews ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Flores 27 - 30.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/73ebbfb998edc1f1,michael morales,jake matthews,michael morales,1.110969898,1528.373879,1.136515832,1.120531525,1515.324262,1.021876984,0.477968325,77.11,1.608196341,0.202843003,77.11,0.245484902,0.374095269,1.804653482,-2.46406982,-0.133292977
UFC 295: Prochazka vs. Pereira ,Jiri Prochazka  vs. Alex Pereira ,L/W,UFC Light Heavyweight Title Bout,KO/TKO ,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,Elbows to Head On Ground ,http://ufcstats.com/fight-details/b1f2ec122beda7a5,jiri prochazka,alex pereira,jiri prochazka,0.255385088,1533.651284,0.547356729,2.139863699,1532.334401,1.95441858,1.325616953,92.99,1.841804275,1.63255022,92.99,1.673990126,-0.39919968,0.278182885,-1.448895654,-0.545317346
UFC 295: Prochazka vs. Pereira ,Sergei Pavlovich  vs. Tom Aspinall ,L/W,UFC Interim Heavyweight Title Bout,KO/TKO ,1,1:09,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/db49619221b282af,sergei pavlovich,tom aspinall,sergei pavlovich,0.407366835,1538.881912,0.717849616,1.776420478,1517.87991,1.530895042,1.325616953,116.57,2.77623601,1.918491663,116.12,1.435905922,-0.785847155,1.804653482,-3.184799531,0.434517824
UFC Fight Night: Almeida vs. Lewis ,Jailton Almeida  vs. Derrick Lewis ,W/L,Heavyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 44 - 50.Sal D'amato 44 - 50.Dave Tirelli 45 - 50.,http://ufcstats.com/fight-details/ac37849f627a79c4,jailton almeida,derrick lewis,jailton almeida,1.333276693,1520.520283,1.220404818,1.804249558,1528.962678,1.671562954,1.325616953,92.99,1.608196341,1.346608776,117.93,1.673990126,-0.012552206,-0.027111235,-0.987452851,-1.03839569
UFC Fight Night: Almeida vs. Lewis ,Caio Borralho  vs. Abus Magomedov ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Fabio Alves 27 - 30.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/7d474fbf31894108,caio borralho,abus magomedov,caio borralho,1.610170402,1501.335731,1.224530666,0.022992854,1498.491323,0.033870269,-0.087130759,83.91,0.673764606,1.060667333,83.91,1.435905922,-1.559142104,-0.942993593,-1.610913349,-1.063681759
UFC Fight Night: Almeida vs. Lewis ,Rinat Fakhretdinov  vs. Elizeu Zaleski dos Santos ,D/D,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 28 - 29.Hallison Pontes 28 - 28.Sal D'amato 28 - 28.,http://ufcstats.com/fight-details/b5ea6535748edbce,rinat fakhretdinov,elizeu zaleski dos santos,rinat fakhretdinov,1.133544769,1528.581972,1.155768428,1.765825097,1536.585576,1.726074962,0.477968325,77.11,0.440156672,0.202843003,77.11,0.245484902,0.374095269,0.278182885,-0.069555816,-0.133292977
UFC Fight Night: Yusuff vs. Barboza ,Sodiq Yusuff  vs. Edson Barboza ,L/W,Featherweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 46 - 49.Derek Cleary 46 - 48.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/824859c7580eb35b,sodiq yusuff,edson barboza,sodiq yusuff,0.521127872,1511.168361,0.50786329,1.511423767,1541.990816,1.598042312,-0.369680302,65.77,-0.260667129,0.202843003,65.77,0.72165331,-0.785847155,-1.248287713,-0.113961123,-1.143585736
UFC Fight Night: Yusuff vs. Barboza ,Andre Petroski  vs. Michel Pereira ,L/W,Middleweight Bout,KO/TKO ,1,1:06,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/6acd1c591170f597,andre petroski,michel pereira,andre petroski,1.013740554,1510.370374,0.870993683,1.18263394,1499.654502,0.897432073,0.477968325,83.91,0.206548738,0.77472589,83.91,0.245484902,-0.39919968,-0.027111235,0.448708859,0.933917684
UFC Fight Night: Yusuff vs. Barboza ,Darren Elkins  vs. TJ Brown ,W/L,Featherweight Bout,Submission ,3,2:23,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/3a8af8ee23444b72,darren elkins,tj brown,darren elkins,1.552811196,1526.221418,1.446884556,-1.027859934,1467.70059,-1.071319266,-0.087130759,65.77,-0.260667129,-0.369039884,65.77,0.007400698,0.374095269,-0.332405354,0.433704326,-0.689131863
UFC Fight Night: Yusuff vs. Barboza ,Chris Gutierrez  vs.  Alatengheili ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 27 - 30.Ron McCarthy 27 - 30.Bryan Miner 27 - 30.,http://ufcstats.com/fight-details/a74a8c1e0a49070d,chris gutierrez,alatengheili,chris gutierrez,1.045340972,1493.096383,0.710452982,0.329025133,1478.895985,0.045828253,-0.369680302,61.23,-1.195098865,-1.512805657,61.23,-1.421104526,1.534037692,0.278182885,2.142093561,0.343717849
UFC Fight Night: Dawson vs. Green ,Grant Dawson  vs. Bobby Green ,L/W,Lightweight Bout,KO/TKO ,1,0:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/1aa4c2fa5ffaff00,grant dawson,bobby green,grant dawson,2.046584645,1526.183685,1.819005574,0.353633118,1529.830112,0.616516222,-0.087130759,70.31,-0.027059196,-0.083098441,70.31,-0.230683506,-0.012552206,0.278182885,-0.098748193,0.385281218
UFC Fight Night: Fiziev vs. Gamrot ,Bryce Mitchell  vs. Dan Ige ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30.David Lethaby 28 - 29.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/da1b37edb8ccd3e6,bryce mitchell,dan ige,bryce mitchell,1.100835918,1507.376871,0.904749696,0.39397994,1517.575977,0.51316633,-0.087130759,65.77,-0.494275063,-0.940922771,65.77,-0.230683506,1.147390218,-0.332405354,0.981369775,-1.260628183
UFC Fight Night: Fiziev vs. Gamrot ,Bryan Battle  vs. AJ Fletcher ,W/L,Welterweight Bout,Submission ,2,4:32,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/bf647be41de365e4,bryan battle,aj fletcher,bryan battle,1.064691901,1503.354859,0.834550427,-0.999221011,1505.426594,-0.640980385,0.760517868,77.11,1.140980473,-0.083098441,77.11,-1.183020322,1.147390218,3.02582996,-1.038591101,2.678090332
UFC Fight Night: Grasso vs. Shevchenko 2 ,Alexa Grasso  vs. Valentina Shevchenko ,D/D,UFC Women's Flyweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Junichiro Kamijo 47 - 48.Sal D'amato 48 - 47.Mike Bell 47 - 47.,http://ufcstats.com/fight-details/b395c89e19a3fec4,alexa grasso,valentina shevchenko,alexa grasso,0.636568112,1553.399786,1.045731646,2.360729189,1534.962726,2.145006167,-1.499878472,56.7,-1.428706798,-1.512805657,56.7,-1.421104526,-0.012552206,-0.027111235,0.392214519,0.343717849
UFC Fight Night: Grasso vs. Shevchenko 2 ,Kevin Holland  vs. Jack Della Maddalena ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29.Mike Bell 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/697efaf0d162e877,kevin holland,jack della maddalena,kevin holland,0.801048348,1515.886281,0.769405984,1.84196753,1518.827942,1.589279328,1.325616953,77.11,2.075412209,0.202843003,77.11,0.245484902,1.534037692,2.415241721,-1.898944807,-0.133292977
UFC 293: Adesanya vs. Strickland ,Israel Adesanya  vs. Sean Strickland ,L/W,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Eric Colon 46 - 49.David Lethaby 46 - 49.Clemens Werner 46 - 49.,http://ufcstats.com/fight-details/7f16e7725245bb2d,israel adesanya,sean strickland,israel adesanya,2.240909717,1572.464074,2.459606407,2.25293298,1552.782301,2.259246384,1.608166495,83.91,1.841804275,0.77472589,83.91,0.959737514,1.147390218,1.194065243,-0.962842568,-0.603708203
UFC 293: Adesanya vs. Strickland ,Tai Tuivasa  vs. Alexander Volkov ,L/W,Heavyweight Bout,Submission ,2,4:37,3 Rnd (5-5-5),Herb Dean,Ezekiel Choke From Mount ,http://ufcstats.com/fight-details/e4ed294e16e16d81,tai tuivasa,alexander volkov,tai tuivasa,-0.161548325,1501.0593,-0.115080246,1.519126678,1526.050231,1.430740801,1.04306741,119.75,0.673764606,2.49037455,113.4,1.91207433,-1.945789578,-1.553581832,0.46291315,0.44700282
UFC 293: Adesanya vs. Strickland ,Carlos Ulberg  vs. Da Woon Jung ,W/L,Light Heavyweight Bout,Submission ,3,4:49,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/a3d75cc363a6544b,carlos ulberg,da woon jung,carlos ulberg,1.130671884,1476.051457,0.592893907,-1.274733102,1457.460955,-1.363573246,1.608166495,92.99,1.140980473,1.63255022,92.99,1.435905922,-0.012552206,-0.332405354,0.476379556,-0.064882037
UFC Fight Night: Gane vs. Spivac ,Ciryl Gane  vs. Serghei Spivac ,W/L,Heavyweight Bout,KO/TKO ,2,3:44,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/ea006bae605e2a6b,ciryl gane,serghei spivac,ciryl gane,1.63704401,1531.137099,1.562903036,0.765324307,1461.546907,0.177747449,1.608166495,111.13,2.075412209,1.346608776,117.93,1.435905922,0.374095269,0.888771124,-1.418892377,-0.564281898
UFC Fight Night: Gane vs. Spivac ,Manon Fiorot  vs. Rose Namajunas ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Darryl Ransom 27 - 30.Sal D'amato 28 - 29.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/4eaf54ad3c82b6fa,manon fiorot,rose namajunas,manon fiorot,1.699611789,1541.226092,1.717796053,1.018964544,1541.437992,1.230679019,-0.934779387,56.7,-1.662314732,-1.512805657,56.7,-1.65918873,0.760742743,-0.027111235,2.17780814,0.933917684
UFC 292: Sterling vs. O'Malley ,Aljamain Sterling  vs. Sean O'Malley ,L/W,UFC Bantamweight Title Bout,KO/TKO ,2,0:51,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/ee796ecb4ee8680b,aljamain sterling,sean o'malley,aljamain sterling,2.033435974,1556.075888,2.12815296,1.92209315,1524.263342,1.707048886,-0.934779387,61.23,-0.260667129,0.202843003,61.23,0.007400698,-1.559142104,-0.332405354,-1.20929202,0.392901168
UFC 292: Sterling vs. O'Malley ,Neil Magny  vs. Ian Garry ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Ben Cartlidge 26 - 30.Marcel Valera 26 - 30.David Ginsberg 24 - 30.,http://ufcstats.com/fight-details/78d2c01dc963f204,neil magny,ian garry,neil magny,1.630495173,1546.249532,1.719271377,0.654767815,1479.600949,0.29250613,1.325616953,77.11,1.841804275,1.346608776,77.11,0.483569106,-0.012552206,1.804653482,-1.448895654,1.460312132
UFC 292: Sterling vs. O'Malley ,Da'Mon Blackshear  vs. Mario Bautista ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bryan Miner,Sal D'amato 28 - 29.Chris Lee 28 - 29.Steve Rita 27 - 30.,http://ufcstats.com/fight-details/fd4d30036a3f3efb,da'mon blackshear,mario bautista,da'mon blackshear,-0.40025893,1489.208577,-0.421667516,1.454606689,1497.706764,1.075872156,-0.087130759,61.23,-0.027059196,-0.369039884,61.23,-0.706851914,0.374095269,0.888771124,-0.098748193,0.933917684
UFC 292: Sterling vs. O'Malley ,Chris Weidman  vs. Brad Tavares ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Nick Mahmood 27 - 30.Ben Cartlidge 27 - 30.,http://ufcstats.com/fight-details/1a95cc401f68f4c8,chris weidman,brad tavares,chris weidman,1.204717132,1551.272749,1.451663702,1.286060915,1546.26087,1.479001389,1.04306741,83.91,1.374588407,0.77472589,83.91,0.483569106,0.374095269,1.194065243,-1.012694167,0.407523236
UFC 292: Sterling vs. O'Malley ,Andre Petroski  vs. Gerald Meerschaert ,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Marcel Valera 28 - 29.Sal D'amato 29 - 28.Steve Rita 28 - 29.,http://ufcstats.com/fight-details/9f7c28381b6913c8,andre petroski,gerald meerschaert,andre petroski,1.013740554,1510.370374,0.870993683,0.524463059,1512.028665,0.548726665,0.477968325,83.91,0.206548738,0.77472589,83.91,1.197821718,-0.39919968,-1.248287713,0.448708859,-1.089624609
UFC 292: Sterling vs. O'Malley ,Andrea Lee  vs. Natalia Silva ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,David Ginsberg 27 - 30.Nick Mahmood 27 - 30.Ben Cartlidge 27 - 30.,http://ufcstats.com/fight-details/8c7b5b21b3532027,andrea lee,natalia silva,andrea lee,-0.954816436,1486.435762,-0.869646242,1.616262744,1482.618244,1.030785844,-1.217328929,56.7,-0.727882997,-1.798747101,56.7,-1.65918873,0.760742743,1.194065243,-0.709249654,0.334637851
UFC Fight Night: Luque vs. Dos Anjos ,Vicente Luque  vs. Rafael Dos Anjos ,W/L,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Ron McCarthy 46 - 49.Sal D'amato 47 - 48.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/e346f2b7af63e804,vicente luque,rafael dos anjos,vicente luque,1.76039018,1548.361347,1.839811094,1.573041971,1551.905409,1.750830034,0.195418783,77.11,0.673764606,-0.654981327,77.11,-0.46876771,1.147390218,1.499359363,-1.092456724,-0.179030577
UFC Fight Night: Sandhagen vs. Font ,Cory Sandhagen  vs. Rob Font ,W/L,Catch Weight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 50.Derek Cleary 45 - 50.Sal D'amato 45 - 50.,http://ufcstats.com/fight-details/554163b1c8c05522,cory sandhagen,rob font,cory sandhagen,1.309109863,1569.327859,1.723141024,1.076254567,1536.455956,1.218663639,0.195418783,61.23,-0.494275063,-0.654981327,61.23,-0.230683506,1.147390218,-0.332405354,1.536859016,-0.711991716
UFC Fight Night: Sandhagen vs. Font ,Jessica Andrade  vs. Tatiana Suarez ,L/W,Women's Strawweight Bout,Submission ,2,1:31,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/ec2358459ffbe7de,jessica andrade,tatiana suarez,jessica andrade,0.989554137,1536.014772,1.126472944,1.94188169,1499.783433,1.455964888,-2.630076641,52.16,-2.363138533,-1.512805657,52.16,-1.421104526,-1.559142104,-1.248287713,0.354204503,0.343717849
UFC Fight Night: Sandhagen vs. Font ,Sean Woodson  vs. Dennis Buzukja ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Justin Brown,Mike Bell 27 - 30.Derek Cleary 27 - 30.Kerri Rowland 27 - 30.,http://ufcstats.com/fight-details/436a1ce6b0c6b4bb,sean woodson,dennis buzukja,sean woodson,1.021797947,1516.533514,0.942857445,-0.994335717,1474.490195,-0.973052693,1.04306741,65.77,1.374588407,-0.369039884,65.77,-0.46876771,1.920685167,2.415241721,-1.012694167,0.377443554
UFC 291: Poirier vs. Gaethje 2 ,Dustin Poirier  vs. Justin Gaethje ,L/W,Lightweight Bout,KO/TKO ,2,1:00,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/c27e33ee8ef53866,dustin poirier,justin gaethje,dustin poirier,2.615555789,1547.391627,2.474633835,0.290989425,1529.433524,0.566245498,-0.369680302,70.31,-0.027059196,0.202843003,70.31,-0.46876771,-0.785847155,0.583477004,-0.638807178,1.490391815
UFC 291: Poirier vs. Gaethje 2 ,Jan Blachowicz  vs. Alex Pereira ,L/W,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Junichiro Kamijo 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/800a35b3a7e52308,jan blachowicz,alex pereira,jan blachowicz,0.430959435,1545.256853,0.803694574,2.139863699,1532.334401,1.95441858,1.04306741,92.99,1.374588407,1.63255022,92.99,1.673990126,-0.785847155,-0.332405354,-1.012694167,-0.545317346
UFC 291: Poirier vs. Gaethje 2 ,Derrick Lewis  vs. Marcos Rogerio de Lima ,W/L,Heavyweight Bout,KO/TKO ,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/eff6ec2b2f1fb27b,derrick lewis,marcos rogerio de lima,derrick lewis,1.585049679,1528.962678,1.500466649,0.362336876,1505.374017,0.357556573,1.325616953,117.93,1.608196341,0.77472589,114.76,0.72165331,0.760742743,1.194065243,-0.987452851,-0.104834026
UFC 291: Poirier vs. Gaethje 2 ,Tony Ferguson  vs. Bobby Green ,L/W,Lightweight Bout,Submission ,3,4:54,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/f1eca70738ca073e,tony ferguson,bobby green,tony ferguson,1.61928332,1549.717912,1.747833909,0.353633118,1529.830112,0.616516222,0.195418783,70.31,0.90737254,-0.083098441,70.31,-0.230683506,0.374095269,1.499359363,-1.57680436,0.385281218
UFC 291: Poirier vs. Gaethje 2 ,Michael Chiesa  vs. Kevin Holland ,L/W,Welterweight Bout,Submission ,1,2:39,3 Rnd (5-5-5),Marc Goddard,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/cbf1e76186a0c8b3,michael chiesa,kevin holland,michael chiesa,1.023420125,1548.911703,1.289683835,0.984900934,1515.886281,0.928449469,0.760517868,77.11,0.673764606,1.346608776,77.11,2.150158534,-0.785847155,-1.858875952,-0.055543475,-1.951503733
UFC Fight Night: Aspinall vs. Tybura ,Tom Aspinall  vs. Marcin Tybura ,W/L,Heavyweight Bout,KO/TKO ,1,1:13,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/90e46589a18064bc,tom aspinall,marcin tybura,tom aspinall,1.558421165,1517.87991,1.36208028,0.635765741,1518.447708,0.700046286,1.890716038,116.12,1.374588407,1.346608776,112.94,1.435905922,0.760742743,-0.027111235,0.482853789,-0.564281898
