EVENT,FIGHTER A VS FIGHTER B,OUTCOME (FIGHTER A/FIGHTER B),WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_A,FIGHTER_B,Fighter_a,ELO_Score_a,Average_SoO_Score_a,Ultimate_Score_a,ELO_Score_b,Average_SoO_Score_b,Ultimate_Score_b,Height_A,Weight_A,Reach_A,Height_B,Weight_B,Reach_B,Height_Differential,Reach_Differential,Height_Reach_Ratio_A,Height_Reach_Ratio_B
UFC 134: Silva vs Okami ,Ross Pearson  vs. Edson Barboza ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Chris Lee 28 - 29.Paul Sutherland 29 - 28.Andy Roberts 28 - 29.,http://ufcstats.com/fight-details/fa3294fe655440dd,ross pearson,edson barboza,ross pearson,-0.602369963,1494.744696,-0.515056568,1.511423767,1541.990816,1.598042312,-0.652229844,70.31,-0.727882997,0.202843003,65.77,0.72165331,-1.172494629,-1.858875952,0.417829965,-1.143585736
UFC 134: Silva vs Okami ,Raphael Assuncao  vs. Johnny Eduardo ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Doug Crosby 27 - 30.Chris Lee 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/7b1d63d0e3e12804,raphael assuncao,johnny eduardo,raphael assuncao,1.169368055,1537.24893,1.275305569,-0.739849885,1481.413783,-0.711191398,-1.499878472,61.23,-1.428706798,-0.940922771,61.23,-0.230683506,-0.785847155,-1.553581832,0.392214519,-1.260628183
UFC Live: Hardy vs Lytle ,Jim Miller  vs. Benson Henderson ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Otto Torriero 27 - 30.Rick Winter 28 - 29.Chris Lee 26 - 30.,http://ufcstats.com/fight-details/5169aaf0ce80d1f8,jim miller,benson henderson,jim miller,1.15053259,1518.855775,1.064768015,2.023907249,1532.26545,1.868581961,-0.652229844,70.31,-0.260667129,-0.369039884,77.11,-0.46876771,-0.39919968,0.278182885,-0.661626571,0.377443554
UFC Live: Hardy vs Lytle ,Donald Cerrone  vs. Charles Oliveira ,W/L,Lightweight Bout,KO/TKO ,1,3:01,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground ,http://ufcstats.com/fight-details/295c2e1ae2d54287,donald cerrone,charles oliveira,donald cerrone,2.220396323,1553.144202,2.237911233,1.870906557,1544.407853,1.888054429,0.760517868,70.31,0.206548738,-0.083098441,70.31,0.483569106,1.147390218,-0.332405354,0.981369775,-1.171660107
UFC Live: Hardy vs Lytle ,Joseph Benavidez  vs. Eddie Wineland ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Chris Lee 27 - 30.Otto Torriero 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/0fd5485e64712df9,joseph benavidez,eddie wineland,joseph benavidez,2.125829765,1538.216697,2.007231036,-1.321298197,1468.91473,-1.273470172,-1.782428014,56.7,-1.662314732,-0.940922771,61.23,-0.706851914,-1.172494629,-1.248287713,0.383150592,-0.195160262
UFC 133: Evans vs Ortiz 2 ,Chad Mendes  vs. Rani Yahya ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Wilfredo Cintron 27 - 30.Doug Crosby 27 - 30.Ray Martin 27 - 30.,http://ufcstats.com/fight-details/e516a0e035fd57f7,chad mendes,rani yahya,chad mendes,0.970821685,1537.211824,1.125117648,1.445550839,1518.839121,1.298511162,-1.217328929,65.77,-1.428706798,-1.226864214,61.23,-1.183020322,-0.012552206,-0.332405354,0.981369775,0.352526802
UFC 132: Cruz vs Faber ,Carlos Condit  vs. Dong Hyun Kim ,W/L,Welterweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Steve Mazzagatti,Flying Knee Head ,http://ufcstats.com/fight-details/d5d6ae85ebcfd160,carlos condit,dong hyun kim,carlos condit,-0.282966697,1512.084088,-0.08900562,1.328277935,1503.142367,1.042148249,1.04306741,77.11,0.673764606,1.060667333,77.11,0.959737514,-0.012552206,-0.332405354,0.46291315,-0.09116624
UFC 132: Cruz vs Faber ,George Sotiropoulos  vs. Rafael Dos Anjos ,L/W,Lightweight Bout,KO/TKO ,1,0:59,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/65171ae917df102f,george sotiropoulos,rafael dos anjos,george sotiropoulos,-0.914703941,1478.085922,-0.928509263,1.573041971,1551.905409,1.750830034,-0.087130759,70.31,-0.260667129,-0.654981327,77.11,-0.46876771,0.760742743,0.278182885,0.433704326,-0.179030577
UFC 132: Cruz vs Faber ,Brad Tavares  vs. Aaron Simpson ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/ec20620c294a49a4,brad tavares,aaron simpson,brad tavares,1.089216069,1546.26087,1.311028308,-0.337717785,1495.067663,-0.267964615,0.760517868,83.91,0.440156672,0.488784446,77.11,0.245484902,0.374095269,0.278182885,0.455906979,0.400312354
UFC Live: Kongo vs Barry ,Nik Lentz  vs. Charles Oliveira ,NC/NC,Lightweight Bout,Overturned ,2,1:48,3 Rnd (5-5-5),Chip Snider,Illegal Knee on Ground by Oliveira,http://ufcstats.com/fight-details/91daeeeea0a83e49,nik lentz,charles oliveira,nik lentz,0.993297257,1516.92496,0.925533575,1.870906557,1544.407853,1.888054429,-0.652229844,65.77,-0.961490931,-0.083098441,70.31,0.483569106,-0.785847155,-1.858875952,0.981369775,-1.171660107
UFC Live: Kongo vs Barry ,Ricardo Lamas  vs. Matt Grice ,W/L,Featherweight Bout,KO/TKO ,1,4:41,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground ,http://ufcstats.com/fight-details/16da233dcf7fecc8,ricardo lamas,matt grice,ricardo lamas,1.091023241,1537.001711,1.21356008,,,,-0.652229844,65.77,-0.260667129,-0.654981327,65.77,-0.46876771,-0.012552206,0.278182885,-0.661626571,-0.179030577
UFC 131: Dos Santos vs Carwin ,Vagner Rocha  vs. Donald Cerrone ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Dave Hagen 27 - 30.Nelson Hamilton 27 - 30.Chris Franco 26 - 30.,http://ufcstats.com/fight-details/9f69f6420f21080a,vagner rocha,donald cerrone,vagner rocha,-0.966669537,1476.046909,-0.989478624,2.468241286,1553.144202,2.421165608,-0.087130759,70.31,0.206548738,0.77472589,70.31,0.245484902,-1.172494629,-0.027111235,-0.616612973,0.933917684
UFC 131: Dos Santos vs Carwin ,Jesse Bongfeldt  vs. Chris Weidman ,L/W,Middleweight Bout,Submission ,1,4:54,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke Standing ,http://ufcstats.com/fight-details/65ac65daa51720e2,jesse bongfeldt,chris weidman,jesse bongfeldt,-0.745629556,1495.463556,-0.615464664,1.40676943,1551.272749,1.621955404,0.477968325,83.91,,1.060667333,83.91,1.435905922,-0.785847155,,,-1.063681759
UFC 131: Dos Santos vs Carwin ,Dustin Poirier  vs. Jason Young ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 27 - 30.Bill Mahood 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/b3a0fc0a945a31f7,dustin poirier,jason young,dustin poirier,2.615555789,1547.391627,2.474633835,-0.934225971,1472.53852,-0.950119835,-0.369680302,70.31,-0.027059196,-0.369039884,65.77,0.245484902,-0.012552206,-0.332405354,-0.638807178,-1.200503638
UFC 131: Dos Santos vs Carwin ,Darren Elkins  vs. Michihiro Omigawa ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Dornan,Jason Darrah 28 - 29.Bill Mahood 28 - 29.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/29bf7862fb1c28d6,darren elkins,michihiro omigawa,darren elkins,1.552811196,1526.221418,1.446884556,-1.157357708,1472.81366,-1.110868028,-0.087130759,65.77,-0.260667129,-1.226864214,65.77,-0.944936118,1.534037692,0.888771124,0.433704326,-0.211764349
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Ramsey Nijem  vs. Tony Ferguson ,L/W,Ultimate Fighter 13 Welterweight Tournament Title Bout,KO/TKO ,1,3:54,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head At Distance ,http://ufcstats.com/fight-details/cd0bc692a7bce9e7,ramsey nijem,tony ferguson,ramsey nijem,-0.158250191,1507.234427,-0.046679107,1.840026649,1549.717912,1.923008498,0.195418783,70.31,0.673764606,0.202843003,70.31,0.959737514,-0.012552206,-0.332405354,-1.092456724,-1.628792127
UFC 130: Rampage vs Hamill ,Miguel Torres  vs. Demetrious Johnson ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Dave Hagen 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/b0cfaf01a155985b,miguel torres,demetrious johnson,miguel torres,-0.627769226,1487.077312,-0.616059976,3.162285692,1552.484145,2.923291939,-0.369680302,61.23,0.90737254,-2.084688544,56.7,-1.421104526,2.307332641,3.02582996,-2.600074015,-0.836681822
UFC 130: Rampage vs Hamill ,Michael McDonald  vs. Chris Cariaso ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks 30 - 27.Adalaide Byrd 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/556952a9520d0ae0,michael mcdonald,chris cariaso,michael mcdonald,1.338731931,1498.317145,0.987525712,-0.002861123,1493.881908,-0.035113049,-0.369680302,61.23,-0.494275063,-2.084688544,56.7,-1.897272934,2.307332641,1.804653482,0.425880534,0.325274104
UFC 130: Rampage vs Hamill ,Michael McDonald  vs. Chris Cariaso ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks 30 - 27.Adalaide Byrd 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/556952a9520d0ae0,michael mcdonald,chris cariaso,michael mcdonald,1.338731931,1498.317145,0.987525712,-0.002861123,1493.881908,-0.035113049,0.195418783,92.99,,-2.084688544,56.7,-1.897272934,3.08062759,,,0.325274104
UFC 129: St-Pierre vs Shields ,Georges St-Pierre  vs. Jake Shields ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Doug Crosby 45 - 50.Nelson Hamilton 47 - 48.Richard Bertrand 47 - 48.,http://ufcstats.com/fight-details/9c3c0818f0c32768,georges st-pierre,jake shields,georges st-pierre,1.477874469,1480.036098,0.897370167,-0.007193606,1517.763666,0.220822703,0.195418783,83.91,0.90737254,0.488784446,77.11,0.007400698,-0.39919968,1.194065243,-1.57680436,0.933917684
UFC 129: St-Pierre vs Shields ,Jose Aldo  vs. Mark Hominick ,W/L,UFC Featherweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Doug Crosby 45 - 48.Nelson Hamilton 46 - 48.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/12b94f0229c30ead,jose aldo,mark hominick,jose aldo,1.425867957,1548.961459,1.593838783,-1.185653146,1466.901145,-1.195781401,-0.934779387,61.23,-0.494275063,-0.654981327,65.77,-0.944936118,-0.39919968,0.583477004,-0.685097948,0.933917684
UFC 129: St-Pierre vs Shields ,Mark Bocek  vs. Benson Henderson ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 27 - 30.Sal D'amato 27 - 30.Claude Paquette 27 - 30.,http://ufcstats.com/fight-details/eb8e4c57d131fb46,mark bocek,benson henderson,mark bocek,-0.026612357,1500.013105,-0.024445789,2.023907249,1532.26545,1.868581961,-0.652229844,70.31,0.673764606,-0.369039884,77.11,-0.46876771,-0.39919968,1.499359363,-2.647826598,0.377443554
UFC Fight Night: Nogueira vs Davis ,Phil Davis  vs. Rogerio Nogueira ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/28b405fe1552ccad,phil davis,rogerio nogueira,phil davis,1.155266339,1516.098154,1.038904706,-0.85472806,1479.633431,-0.81480535,1.04306741,92.99,1.608196341,1.060667333,92.99,0.72165331,-0.012552206,1.194065243,-1.479658507,0.414541829
UFC Fight Night: Nogueira vs Davis ,Michael McDonald  vs. Edwin Figueroa ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Terry Boehlke 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/c67473192bda50d8,michael mcdonald,edwin figueroa,michael mcdonald,1.338731931,1498.317145,0.987525712,-1.114384142,1465.070035,-1.16335178,-0.369680302,61.23,-0.494275063,-0.940922771,61.23,-0.706851914,0.760742743,0.278182885,0.425880534,-0.195160262
UFC Fight Night: Nogueira vs Davis ,Michael McDonald  vs. Edwin Figueroa ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Terry Boehlke 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/c67473192bda50d8,michael mcdonald,edwin figueroa,michael mcdonald,1.338731931,1498.317145,0.987525712,-1.114384142,1465.070035,-1.16335178,0.195418783,92.99,,-0.940922771,61.23,-0.706851914,1.534037692,,,-0.195160262
UFC 128: Shogun vs Jones ,Mauricio Rua  vs. Jon Jones ,L/W,UFC Light Heavyweight Title Bout,KO/TKO ,3,2:37,5 Rnd (5-5-5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/dc2a3aeac1441991,mauricio rua,jon jones,mauricio rua,-0.601502147,1494.786592,-0.513954645,4.350643216,1546.040102,3.72538811,0.760517868,92.99,0.90737254,1.63255022,112.49,2.864411145,-1.172494629,-2.469464191,-0.553534706,-2.775909852
UFC 128: Shogun vs Jones ,Jim Miller  vs. Kamal Shalorus ,W/L,Lightweight Bout,KO/TKO ,3,2:15,3 Rnd (5-5-5),Kevin Mulhall,Knee to Head In Clinch ,http://ufcstats.com/fight-details/2a28ce0035468735,jim miller,kamal shalorus,jim miller,1.15053259,1518.855775,1.064768015,-1.1163826,1464.600625,-1.16991131,-0.652229844,70.31,-0.260667129,-0.654981327,70.31,-0.944936118,-0.012552206,0.888771124,-0.661626571,0.933917684
UFC 128: Shogun vs Jones ,Edson Barboza  vs. Anthony Njokuani ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Jon Bilyk 28 - 29.Dave Tirelli 28 - 29.Vincent Sinclair 28 - 29.,http://ufcstats.com/fight-details/42e7cc48c31d8f29,edson barboza,anthony njokuani,edson barboza,1.304856605,1541.990816,1.428138464,-0.780164304,1474.954067,-0.810861354,0.195418783,65.77,0.673764606,0.77472589,70.31,0.72165331,-0.785847155,-0.027111235,-1.092456724,-0.104834026
UFC 128: Shogun vs Jones ,Joseph Benavidez  vs. Ian Loveland ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Romulo Bittencourt 28 - 29.William Mason 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/04193f1fff93ddb1,joseph benavidez,ian loveland,joseph benavidez,2.125829765,1538.216697,2.007231036,-0.537188579,1482.781856,-0.547635629,-1.782428014,56.7,-1.662314732,-0.654981327,65.77,,-1.559142104,,0.383150592,
UFC 128: Shogun vs Jones ,Erik Koch  vs. Raphael Assuncao ,W/L,Featherweight Bout,KO/TKO ,1,2:32,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/18b31990d1808419,erik koch,raphael assuncao,erik koch,-0.24610049,1506.111635,-0.124941731,1.369826613,1537.24893,1.442689698,-0.087130759,77.11,-0.260667129,-1.512805657,61.23,-1.421104526,1.920685167,1.499359363,0.433704326,0.343717849
UFC Live: Sanchez vs Kampmann ,Alessio Sakara  vs. Chris Weidman ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,George Conley 27 - 30.Sal D'amato 27 - 30.William Mattingly 27 - 30.,http://ufcstats.com/fight-details/4186686dbd9957cd,alessio sakara,chris weidman,alessio sakara,-1.301937188,1489.76443,-1.095998986,1.40676943,1551.272749,1.621955404,0.477968325,83.91,-0.027059196,1.060667333,83.91,1.435905922,-0.785847155,-1.858875952,0.981369775,-1.063681759
UFC 127: Penn vs Fitch ,Michael Bisping  vs. Jorge Rivera ,W/L,Middleweight Bout,KO/TKO ,2,1:54,3 Rnd (5-5-5),Marc Goddard,Punches to Head In Clinch ,http://ufcstats.com/fight-details/0f461c4ddf70eff9,michael bisping,jorge rivera,michael bisping,1.000685834,1503.941097,0.792518968,-0.272226291,1484.396895,-0.335684,0.760517868,83.91,0.673764606,0.77472589,83.91,0.245484902,-0.012552206,0.583477004,-0.055543475,0.933917684
UFC 126: Silva vs Belfort ,Jon Jones  vs. Ryan Bader ,W/L,Light Heavyweight Bout,Submission ,2,4:20,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Half Guard ,http://ufcstats.com/fight-details/65ce293c20bd25e2,jon jones,ryan bader,jon jones,4.02159007,1546.040102,3.52098009,1.046827159,1496.71901,0.765927615,1.608166495,112.49,2.77623601,1.060667333,92.99,0.483569106,0.760742743,3.02582996,-2.721891831,0.933917684
UFC 126: Silva vs Belfort ,Donald Cerrone  vs. Paul Kelly ,W/L,Lightweight Bout,Submission ,2,3:48,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/6b7033df94818cee,donald cerrone,paul kelly,donald cerrone,2.220396323,1553.144202,2.237911233,-0.187554804,1488.66622,-0.227230501,0.760517868,70.31,0.206548738,-0.369039884,70.31,-0.46876771,1.534037692,0.888771124,0.981369775,0.377443554
UFC 126: Silva vs Belfort ,Norifumi Yamamoto  vs. Demetrious Johnson ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 28 - 29.Abe Belardo 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/20aa994cd23074b9,norifumi yamamoto,demetrious johnson,norifumi yamamoto,-1.331185173,1458.870721,-1.447822243,3.162285692,1552.484145,2.923291939,-1.782428014,61.23,-1.428706798,-2.084688544,56.7,-1.421104526,0.374095269,-0.027111235,-0.196940736,-0.836681822
UFC Fight Night: Fight for the Troops 2 ,Rani Yahya  vs. Mike Brown ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Dan Mathisen 27 - 30.Brock Groom 28 - 29.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/ba5b23e7ef308883,rani yahya,mike brown,rani yahya,1.241825483,1518.839121,1.133465516,-0.755515,1466.813914,-0.881093687,-1.217328929,61.23,-1.195098865,-1.226864214,65.77,-0.46876771,-0.012552206,-0.942993593,0.401007881,-1.291978838
UFC 125: Resolution ,Nate Diaz  vs. Dong Hyun Kim ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/de7eec13356baebe,nate diaz,dong hyun kim,nate diaz,0.201628363,1520.183623,0.363047478,1.328277935,1503.142367,1.042148249,0.477968325,77.11,0.90737254,1.060667333,77.11,0.959737514,-0.785847155,-0.027111235,-1.065169533,-0.09116624
UFC 125: Resolution ,Dustin Poirier  vs. Josh Grispi ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/b13e3620949300c5,dustin poirier,josh grispi,dustin poirier,2.615555789,1547.391627,2.474633835,-1.541698439,1445.424085,-1.690070626,-0.369680302,70.31,-0.027059196,0.202843003,65.77,0.483569106,-0.785847155,-0.637699474,-0.638807178,-0.645265659
UFC 125: Resolution ,Phil Baroni  vs. Brad Tavares ,L/W,Middleweight Bout,KO/TKO ,1,4:20,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head In Clinch ,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c,phil baroni,brad tavares,phil baroni,-0.754404533,1486.048959,-0.722575642,1.286060915,1546.26087,1.479001389,-0.369680302,77.11,-0.027059196,0.77472589,83.91,0.483569106,-1.559142104,-0.637699474,-0.638807178,0.407523236
UFC 124: St-Pierre vs Koscheck 2 ,Georges St-Pierre  vs. Josh Koscheck ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Nelson Hamilton 45 - 50.David Therien 45 - 50.John Woodburn 45 - 50.,http://ufcstats.com/fight-details/e87b5c403533b057,georges st-pierre,josh koscheck,georges st-pierre,1.477874469,1480.036098,0.897370167,-0.989920328,1496.622989,-0.729673894,0.195418783,83.91,0.90737254,-0.083098441,77.11,0.245484902,0.374095269,0.888771124,-1.57680436,-0.666898308
UFC 124: St-Pierre vs Koscheck 2 ,Jim Miller  vs. Charles Oliveira ,W/L,Lightweight Bout,Submission ,1,1:59,3 Rnd (5-5-5),Dan Miragliotta,Kneebar On Ground ,http://ufcstats.com/fight-details/77785292d4df807c,jim miller,charles oliveira,jim miller,1.15053259,1518.855775,1.064768015,1.870906557,1544.407853,1.888054429,-0.652229844,70.31,-0.260667129,-0.083098441,70.31,0.483569106,-0.785847155,-0.942993593,-0.661626571,-1.171660107
UFC 123: Rampage vs Machida ,Phil Davis  vs. Tim Boetsch ,W/L,Light Heavyweight Bout,Submission ,2,2:55,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control ,http://ufcstats.com/fight-details/71bcafd04decc8ce,phil davis,tim boetsch,phil davis,1.155266339,1516.098154,1.038904706,-0.111418758,1522.304104,0.193605921,1.04306741,92.99,1.608196341,0.488784446,83.91,0.483569106,0.760742743,1.499359363,-1.479658507,-0.118871211
UFC 123: Rampage vs Machida ,Mike Lullo  vs. Edson Barboza ,L/W,Lightweight Bout,KO/TKO ,3,0:26,3 Rnd (5-5-5),Marc Fennell,Kicks to Leg At Distance ,http://ufcstats.com/fight-details/8b87b341bcd130ee,mike lullo,edson barboza,mike lullo,-1.055400089,1471.865874,-1.101048823,1.511423767,1541.990816,1.598042312,-0.652229844,65.77,,0.202843003,65.77,0.72165331,-1.172494629,,,-1.143585736
UFC 120: Bisping vs Akiyama ,Michael Bisping  vs. Yoshihiro Akiyama ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Doug Crosby 27 - 30.Chris Lee 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/ab341b7bb01cdc89,michael bisping,yoshihiro akiyama,michael bisping,1.000685834,1503.941097,0.792518968,-1.614857335,1472.679638,-1.448034124,0.760517868,83.91,0.673764606,-0.083098441,77.11,0.72165331,1.147390218,-0.027111235,-0.055543475,-1.662961591
UFC Fight Night: Marquardt vs Palhares ,Efrain Escudero  vs. Charles Oliveira ,L/W,Lightweight Bout,Submission ,3,2:25,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/a24121c70f773fe2,efrain escudero,charles oliveira,efrain escudero,-1.205219193,1476.643784,-1.16307968,1.870906557,1544.407853,1.888054429,-0.369680302,70.31,-0.260667129,-0.083098441,70.31,0.483569106,-0.39919968,-0.942993593,-0.113961123,-1.171660107
UFC Fight Night: Marquardt vs Palhares ,Jim Miller  vs. Gleison Tibau ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jon Schorle,Cecil Peoples 27 - 30.Chris Lee 27 - 30.Chet Robbins 28 - 29.,http://ufcstats.com/fight-details/108140213049e629,jim miller,gleison tibau,jim miller,1.15053259,1518.855775,1.064768015,0.800608581,1513.736143,0.769887452,-0.652229844,70.31,-0.260667129,-0.083098441,70.31,-0.230683506,-0.785847155,-0.027111235,-0.661626571,0.385281218
UFC 117: Silva vs Sonnen ,Clay Guida  vs. Rafael Dos Anjos ,W/L,Lightweight Bout,Submission ,3,1:51,3 Rnd (5-5-5),Herb Dean,InjuryJaw Injury,http://ufcstats.com/fight-details/3559cab3329e5431,clay guida,rafael dos anjos,clay guida,0.14051288,1518.356772,0.29743968,1.573041971,1551.905409,1.750830034,-0.934779387,70.31,-0.494275063,-0.654981327,77.11,-0.46876771,-0.39919968,-0.027111235,-0.685097948,-0.179030577
UFC 117: Silva vs Sonnen ,Rodney Wallace  vs. Phil Davis ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jon Schorle 26 - 30.Alejandro Rochin 27 - 30.Susan Thomas-Gitlin 27 - 30.,http://ufcstats.com/fight-details/10e35a0667d39086,rodney wallace,phil davis,rodney wallace,-1.120226626,1468.81121,-1.182562006,1.355089111,1516.098154,1.202391352,-0.369680302,92.99,-0.027059196,1.060667333,92.99,1.673990126,-1.945789578,-2.164170071,-0.638807178,-1.531474033
UFC Live: Jones vs Matyushenko ,Jon Jones  vs. Vladimir Matyushenko ,W/L,Light Heavyweight Bout,KO/TKO ,1,1:52,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix ,http://ufcstats.com/fight-details/7949430ebc47f31b,jon jones,vladimir matyushenko,jon jones,4.02159007,1546.040102,3.52098009,-0.080843789,1486.950076,-0.16754626,1.608166495,112.49,2.77623601,0.488784446,92.99,0.483569106,1.534037692,3.02582996,-2.721891831,-0.118871211
UFC Live: Jones vs Matyushenko ,Darren Elkins  vs. Charles Oliveira ,L/W,Lightweight Bout,Submission ,1,0:41,3 Rnd (5-5-5),Herb Dean,Triangle Armbar From Bottom Guard ,http://ufcstats.com/fight-details/db1c5b5a710fbdb0,darren elkins,charles oliveira,darren elkins,1.552811196,1526.221418,1.446884556,1.870906557,1544.407853,1.888054429,-0.087130759,65.77,-0.260667129,-0.083098441,70.31,0.483569106,-0.012552206,-0.942993593,0.433704326,-1.171660107
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale ,Brad Tavares  vs. Seth Baczynski ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Patricia Morse-Jarman 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/3eb829eb77256ac0,brad tavares,seth baczynski,brad tavares,1.089216069,1546.26087,1.311028308,-0.20014465,1500.067968,-0.11276097,0.760517868,83.91,0.440156672,1.346608776,77.11,0.72165331,-0.785847155,-0.332405354,0.455906979,0.933917684
